t_ms,GT_Position,GT_Velocity,GT_Direction,GT_Running,GT_Brake_Released,GT_Motor_Alarm,TR_Position,TR_Velocity,TR_Direction,TR_Running,TR_Brake_Released,TR_Motor_Alarm,HO_Position,HO_Velocity,HO_Direction,HO_Load,HO_Overload_Alarm,HO_Snag_Alarm,HO_Running,HO_Brake_Released,HO_Motor_Alarm,SP_Mode,SP_TwistLock_Locked,SP_TwistLock_Unlocked,SP_Landed,SP_Container_Detected,SP_Mismatch_Alarm,SP_Telescopic_Position,OP_Mode,OP_Power_On,OP_Ready,OP_Running,OP_Standby,OP_Emergency_Stop,OP_AntiSway_Active,OP_Cycle_Count_Today,ENV_Wind_Speed,ENV_Wind_Direction,ENV_Wind_Alarm,ALM_Active,ALM_Latest_Code,ALM_Latest_Severity,ALM_Latest_Source,COM_Link_Status
0,124.989,0.0,0,0,0,0,23.88,0.0,0,0,0,0,39.2,0.0,0,0.0,0,0,0,0,0,1,0,1,0,0,0,12192.0,0,1,0,0,1,0,1,0,7.9,267.4,0,0,0,0,0,1
100,124.989,0.0,0,0,0,0,23.88,0.0,0,0,0,0,39.2,0.0,0,0.0,0,0,0,0,0,1,0,1,0,0,0,12192.0,0,1,0,0,1,0,1,0,8.3,270.5,0,0,0,0,0,1
200,124.989,0.0,0,0,0,0,23.88,0.0,0,0,0,0,39.2,0.0,0,0.0,0,0,0,0,0,1,0,1,0,0,0,12192.0,0,1,0,0,1,0,1,0,8.2,267.5,0,0,0,0,0,1
300,124.989,0.0,0,0,0,0,23.88,0.0,0,0,0,0,39.2,0.0,0,0.0,0,0,0,0,0,1,0,1,0,0,0,12192.0,0,1,0,0,1,0,1,0,7.5,268.5,0,0,0,0,0,1
400,124.989,0.0,0,0,0,0,23.88,0.0,0,0,0,0,39.2,0.0,0,0.0,0,0,0,0,0,1,0,1,0,0,0,12192.0,0,1,0,0,1,0,1,0,8.2,268.5,0,0,0,0,0,1
500,124.989,0.0,0,0,0,0,23.88,0.0,0,0,0,0,39.2,0.0,0,0.0,0,0,0,0,0,1,0,1,0,0,0,12192.0,0,1,0,0,1,0,1,0,7.6,270.8,0,0,0,0,0,1
600,124.989,0.0,0,0,0,0,23.88,0.0,0,0,0,0,39.2,0.0,0,0.0,0,0,0,0,0,1,0,1,0,0,0,12192.0,0,1,0,0,1,0,1,0,8.6,269.2,0,0,0,0,0,1
700,124.989,0.0,0,0,0,0,23.88,0.0,0,0,0,0,39.2,0.0,0,0.0,0,0,0,0,0,1,0,1,0,0,0,12192.0,0,1,0,0,1,0,1,0,9.0,267.2,0,0,0,0,0,1
800,124.989,0.0,0,0,0,0,23.88,0.0,0,0,0,0,39.2,0.0,0,0.0,0,0,0,0,0,1,0,1,0,0,0,12192.0,0,1,0,0,1,0,1,0,7.7,269.5,0,0,0,0,0,1
900,124.989,0.0,0,0,0,0,23.88,0.0,0,0,0,0,39.2,0.0,0,0.0,0,0,0,0,0,1,0,1,0,0,0,12192.0,0,1,0,0,1,0,1,0,8.8,268.9,0,0,0,0,0,1
