t_ms,GT_Position,GT_Velocity,GT_Direction,GT_Running,GT_Brake_Released,GT_Motor_Alarm,TR_Position,TR_Velocity,TR_Direction,TR_Running,TR_Brake_Released,TR_Motor_Alarm,HO_Position,HO_Velocity,HO_Direction,HO_Load,HO_Overload_Alarm,HO_Snag_Alarm,HO_Running,HO_Brake_Released,HO_Motor_Alarm,SP_Mode,SP_TwistLock_Locked,SP_TwistLock_Unlocked,SP_Landed,SP_Container_Detected,SP_Mismatch_Alarm,SP_Telescopic_Position,OP_Mode,OP_Power_On,OP_Ready,OP_Running,OP_Standby,OP_Emergency_Stop,OP_AntiSway_Active,OP_Cycle_Count_Today,ENV_Wind_Speed,ENV_Wind_Direction,ENV_Wind_Alarm,ALM_Active,ALM_Latest_Code,ALM_Latest_Severity,ALM_Latest_Source,COM_Link_Status
0,0.0,0.0,0,0,1,0,0.006,0.063,1,1,1,0,39.195,-0.049,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.6,267.5,0,0,0,0,0,1
100,0.0,0.0,0,0,1,0,0.019,0.126,1,1,1,0,39.185,-0.098,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.0,271.4,0,0,0,0,0,1
200,0.0,0.0,0,0,1,0,0.038,0.189,1,1,1,0,39.17,-0.148,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.0,269.2,0,0,0,0,0,1
300,0.0,0.0,0,0,1,0,0.063,0.252,1,1,1,0,39.151,-0.197,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.6,268.8,0,0,0,0,0,1
400,0.0,0.0,0,0,1,0,0.095,0.315,1,1,1,0,39.126,-0.246,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.9,268.0,0,0,0,0,0,1
500,0.0,0.0,0,0,1,0,0.132,0.378,1,1,1,0,39.097,-0.295,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.5,274.0,0,0,0,0,0,1
600,0.0,0.0,0,0,1,0,0.177,0.441,1,1,1,0,39.062,-0.344,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.9,270.3,0,0,0,0,0,1
700,0.0,0.0,0,0,1,0,0.227,0.505,1,1,1,0,39.023,-0.393,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.2,267.3,0,0,0,0,0,1
800,0.0,0.0,0,0,1,0,0.284,0.568,1,1,1,0,38.979,-0.443,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.3,273.5,0,0,0,0,0,1
900,0.0,0.0,0,0,1,0,0.347,0.631,1,1,1,0,38.93,-0.492,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.9,273.3,0,0,0,0,0,1
1000,0.0,0.0,0,0,1,0,0.416,0.694,1,1,1,0,38.875,-0.541,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.5,268.7,0,0,0,0,0,1
1100,0.0,0.0,0,0,1,0,0.492,0.757,1,1,1,0,38.816,-0.59,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.6,275.8,0,0,0,0,0,1
1200,0.0,0.0,0,0,1,0,0.574,0.82,1,1,1,0,38.752,-0.639,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.3,274.4,0,0,0,0,0,1
1300,0.0,0.0,0,0,1,0,0.662,0.883,1,1,1,0,38.684,-0.688,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.3,268.2,0,0,0,0,0,1
1400,0.0,0.0,0,0,1,0,0.757,0.946,1,1,1,0,38.61,-0.738,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.5,269.5,0,0,0,0,0,1
1500,0.0,0.0,0,0,1,0,0.858,1.009,1,1,1,0,38.531,-0.787,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.1,274.1,0,0,0,0,0,1
1600,0.0,0.0,0,0,1,0,0.965,1.072,1,1,1,0,38.448,-0.836,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,9.3,269.6,0,0,0,0,0,1
1700,0.0,0.0,0,0,1,0,1.078,1.135,1,1,1,0,38.359,-0.885,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.9,274.6,0,0,0,0,0,1
1800,0.0,0.0,0,0,1,0,1.198,1.198,1,1,1,0,38.266,-0.934,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,7.8,266.2,0,0,0,0,0,1
1900,0.0,0.0,0,0,1,0,1.324,1.261,1,1,1,0,38.167,-0.984,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.8,267.1,0,0,0,0,0,1
2000,0.0,0.0,0,0,1,0,1.457,1.324,1,1,1,0,38.064,-1.033,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.3,272.3,0,0,0,0,0,1
2100,0.0,0.0,0,0,1,0,1.596,1.387,1,1,1,0,37.956,-1.082,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.6,268.0,0,0,0,0,0,1
2200,0.0,0.0,0,0,1,0,1.741,1.45,1,1,1,0,37.843,-1.131,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.5,265.5,0,0,0,0,0,1
2300,0.0,0.0,0,0,1,0,1.892,1.514,1,1,1,0,37.725,-1.18,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,8.1,273.3,0,0,0,0,0,1
2400,0.0,0.0,0,0,1,0,2.05,1.577,1,1,1,0,37.602,-1.229,0,0.0,0,0,1,1,0,1,0,1,0,0,0,12192.0,2,1,1,1,0,0,1,0,9.4,272.6,0,0,0,0,0,1
